City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
235,Castro,BR,2020-02-23 18:28:16,-24.79,-50.01,79.45,39,100,1.3,overcast clouds,0.0,0.0
236,Nucsoara,RO,2020-02-23 18:28:16,45.33,24.78,46.99,62,100,4.21,overcast clouds,0.0,0.0
237,Ilulissat,GL,2020-02-23 18:28:16,69.22,-51.1,-0.4,49,0,2.24,clear sky,0.0,0.0
238,Portland,US,2020-02-23 18:27:13,45.52,-122.68,48.2,66,75,20.8,light rain,0.0,0.0
239,Tonkino,RU,2020-02-23 18:28:17,57.37,46.46,31.03,93,100,17.16,light snow,0.0,1.0
240,Lasa,IT,2020-02-23 18:28:17,46.62,10.7,50.0,61,40,5.82,scattered clouds,0.0,0.0
241,Tautira,PF,2020-02-23 18:28:17,-17.73,-149.15,84.2,70,20,2.24,few clouds,0.0,0.0
242,Mehriz,IR,2020-02-23 18:28:17,31.59,54.43,53.6,25,12,6.93,few clouds,0.0,0.0
243,Haimen,CN,2020-02-23 18:28:17,23.19,116.61,59.0,77,21,2.24,few clouds,0.0,0.0
244,Port Arthur,CN,2020-02-23 18:28:18,38.8,121.27,41.0,75,50,2.24,scattered clouds,0.0,0.0
245,Riyadh,SA,2020-02-23 18:25:59,24.69,46.72,75.2,47,82,5.82,broken clouds,0.0,0.0
246,Rawson,AR,2020-02-23 18:25:50,-43.3,-65.1,61.97,80,0,18.25,clear sky,0.0,0.0
247,Honiara,SB,2020-02-23 18:28:18,-9.43,159.95,77.0,94,20,2.24,few clouds,0.0,0.0
248,Chimore,BO,2020-02-23 18:25:57,-16.98,-65.13,88.83,43,29,2.24,scattered clouds,0.0,0.0
249,Manjeshwar,IN,2020-02-23 18:28:18,12.72,74.89,80.6,74,50,4.16,scattered clouds,0.0,0.0
250,New Norfolk,AU,2020-02-23 18:28:19,-42.78,147.06,57.2,76,97,4.7,overcast clouds,0.0,0.0
251,Esperance,AU,2020-02-23 18:28:19,-33.87,121.9,66.2,88,75,8.05,broken clouds,0.0,0.0
252,Alta Floresta,BR,2020-02-23 18:28:19,-9.88,-56.09,80.6,88,90,3.36,light rain,0.0,0.0
253,Bandarbeyla,SO,2020-02-23 18:28:19,9.49,50.81,78.4,76,86,16.78,overcast clouds,0.0,0.0
254,Domoni,KM,2020-02-23 18:28:19,-12.26,44.53,85.59,71,100,5.66,light rain,1.56,0.0
255,Pinheiro Machado,BR,2020-02-23 18:28:20,-31.58,-53.38,73.0,51,0,8.86,clear sky,0.0,0.0
256,Damaturu,NG,2020-02-23 18:28:20,11.75,11.96,81.09,13,0,12.48,clear sky,0.0,0.0
257,Pandan,PH,2020-02-23 18:28:20,14.05,124.17,79.18,81,4,20.22,light rain,0.31,0.0
258,Kavieng,PG,2020-02-23 18:28:20,-2.57,150.8,84.34,72,49,11.52,scattered clouds,0.0,0.0
259,Dingle,PH,2020-02-23 18:25:59,11.0,122.67,72.12,92,27,10.04,light rain,0.38,0.0
260,Geelong,AU,2020-02-23 18:28:21,-38.15,144.36,64.99,100,44,1.32,scattered clouds,0.0,0.0
261,Aklavik,CA,2020-02-23 18:28:21,68.22,-135.01,-4.0,76,75,6.93,broken clouds,0.0,0.0
262,Zyryanovsk,KZ,2020-02-23 18:28:21,49.74,84.27,14.9,96,100,1.88,light snow,0.0,0.25
263,Katsuura,JP,2020-02-23 18:28:21,35.13,140.3,44.6,39,20,10.29,few clouds,0.0,0.0
264,Lebowakgomo,ZA,2020-02-23 18:28:21,-24.2,29.5,64.4,82,75,6.93,broken clouds,0.0,0.0
265,Coahuayana,MX,2020-02-23 18:27:12,18.73,-103.68,80.6,57,5,5.93,clear sky,0.0,0.0
266,Karaton,ID,2020-02-23 18:28:22,-6.34,106.1,80.6,83,40,12.75,scattered clouds,0.0,0.0
267,Ulladulla,AU,2020-02-23 18:28:22,-35.35,150.47,66.2,77,92,5.82,overcast clouds,0.0,0.0
268,Manta,EC,2020-02-23 18:28:22,-0.95,-80.73,84.2,74,40,6.93,scattered clouds,0.0,0.0
269,Kupino,RU,2020-02-23 18:28:22,54.37,77.3,13.28,97,88,4.18,overcast clouds,0.0,0.0
270,Komsomolskiy,UZ,2020-02-23 18:27:42,40.43,71.72,50.0,76,90,4.7,mist,0.0,0.0
271,Pisco,PE,2020-02-23 18:28:23,-13.7,-76.22,78.01,30,40,10.29,scattered clouds,0.0,0.0
272,Lata,PT,2020-02-23 18:28:23,40.16,-8.33,64.4,52,0,2.24,clear sky,0.0,0.0
273,Great Bend,US,2020-02-23 18:28:23,38.36,-98.76,46.4,93,90,8.05,moderate rain,0.0,0.0
274,Along,IN,2020-02-23 18:28:23,28.17,94.77,56.34,82,33,4.68,light rain,0.25,0.0
275,Mitsamiouli,KM,2020-02-23 18:28:23,-11.38,43.28,82.4,83,20,2.24,few clouds,0.0,0.0
276,Tura,IN,2020-02-23 18:28:24,25.52,90.22,68.13,48,0,4.05,clear sky,0.0,0.0
277,Balkhash,KZ,2020-02-23 18:28:24,46.84,74.98,12.63,86,8,12.55,clear sky,0.0,0.0
278,Newnan,US,2020-02-23 18:28:24,33.38,-84.8,59.0,30,1,5.82,clear sky,0.0,0.0
279,Marshall,US,2020-02-23 18:28:25,34.38,-86.33,54.0,37,90,11.41,overcast clouds,0.0,0.0
280,Funadhoo,MV,2020-02-23 18:28:26,6.15,73.27,82.74,75,93,14.76,overcast clouds,0.0,0.0
281,Imbituba,BR,2020-02-23 18:28:27,-28.24,-48.67,77.0,69,40,11.41,scattered clouds,0.0,0.0
282,Rocha,UY,2020-02-23 18:27:18,-34.48,-54.33,79.59,36,0,6.46,clear sky,0.0,0.0
283,Bujaru,BR,2020-02-23 18:28:27,-1.51,-48.04,87.8,62,75,8.05,broken clouds,0.0,0.0
284,Hamilton,US,2020-02-23 18:26:20,39.18,-84.53,50.0,39,90,9.17,overcast clouds,0.0,0.0
285,Emilio Carranza,MX,2020-02-23 18:28:27,19.97,-96.61,74.86,74,12,24.65,few clouds,0.0,0.0
286,San Patricio,MX,2020-02-23 18:26:46,19.22,-104.7,84.2,74,5,11.41,clear sky,0.0,0.0
287,Shaunavon,CA,2020-02-23 18:28:28,49.65,-108.42,24.84,81,68,7.96,broken clouds,0.0,0.0
288,Antsohihy,MG,2020-02-23 18:28:28,-14.88,47.99,76.77,91,100,2.28,overcast clouds,0.0,0.0
289,Flin Flon,CA,2020-02-23 18:28:28,54.77,-101.86,30.2,74,90,8.05,overcast clouds,0.0,0.0
290,Vossevangen,NO,2020-02-23 18:28:28,60.62,6.42,18.79,94,54,4.81,broken clouds,0.0,0.0
291,Rocky Mountain House,CA,2020-02-23 18:28:28,52.37,-114.92,23.47,85,98,6.13,overcast clouds,0.0,0.0
292,Acajutla,SV,2020-02-23 18:28:29,13.59,-89.83,89.6,31,0,4.7,clear sky,0.0,0.0
293,Cidreira,BR,2020-02-23 18:28:30,-30.18,-50.21,71.91,62,1,12.26,clear sky,0.0,0.0
294,Narsaq,GL,2020-02-23 18:28:30,60.92,-46.05,24.8,58,100,5.82,snow,0.0,1.81
295,Mokhsogollokh,RU,2020-02-23 18:28:30,61.47,128.92,-7.62,95,95,3.24,overcast clouds,0.0,0.0
296,Vila,PT,2020-02-23 18:28:30,42.03,-8.16,66.0,72,0,3.36,clear sky,0.0,0.0
297,Korla,CN,2020-02-23 18:28:30,41.76,86.15,28.15,43,14,1.12,few clouds,0.0,0.0
298,Kaihua,CN,2020-02-23 18:28:31,23.37,104.28,47.48,97,21,4.61,few clouds,0.0,0.0
299,Namie,JP,2020-02-23 18:28:31,37.48,141.0,39.99,78,19,3.51,few clouds,0.0,0.0
300,Mandal,IN,2020-02-23 18:28:31,25.45,74.57,64.98,47,0,5.88,clear sky,0.0,0.0
301,Tuskegee,US,2020-02-23 18:28:32,32.42,-85.69,57.99,37,1,3.65,clear sky,0.0,0.0
302,Havre-Saint-Pierre,CA,2020-02-23 18:28:32,50.23,-63.6,32.0,89,90,12.75,overcast clouds,0.0,0.0
303,Mucuri,BR,2020-02-23 18:28:32,-18.09,-39.55,79.57,81,100,11.86,light rain,0.19,0.0
304,Altamira,BR,2020-02-23 18:27:44,-3.2,-52.21,80.6,88,75,3.36,broken clouds,0.0,0.0
305,Iquique,CL,2020-02-23 18:23:51,-20.22,-70.14,78.8,57,98,9.17,overcast clouds,0.0,0.0
306,Tambura,SS,2020-02-23 18:28:33,5.6,27.47,82.38,18,0,4.25,clear sky,0.0,0.0
307,Trollhattan,SE,2020-02-23 18:28:33,58.23,12.42,43.0,75,20,9.17,few clouds,0.0,0.0
308,Srandakan,ID,2020-02-23 18:27:25,-7.94,110.25,76.17,81,34,2.77,scattered clouds,0.0,0.0
309,Majene,ID,2020-02-23 18:28:33,-3.54,118.97,77.07,89,99,3.4,light rain,0.38,0.0
310,Lobito,AO,2020-02-23 18:28:33,-12.35,13.55,80.51,75,67,4.21,broken clouds,0.0,0.0
311,Sao Joao Da Boa Vista,BR,2020-02-23 18:28:34,-21.97,-46.8,82.4,64,75,3.65,broken clouds,0.0,0.0
312,Otradnaya,RU,2020-02-23 18:28:34,44.39,41.52,33.01,8,100,5.99,overcast clouds,0.0,0.0
313,Urusha,RU,2020-02-23 18:28:34,54.05,122.9,1.58,89,93,3.29,overcast clouds,0.0,0.0
314,Jacmel,HT,2020-02-23 18:28:34,18.23,-72.53,82.4,65,75,11.41,broken clouds,0.0,0.0
315,Khasan,RU,2020-02-23 18:28:35,42.43,130.64,30.34,54,98,3.44,overcast clouds,0.0,0.0
316,Oskaloosa,US,2020-02-23 18:28:35,41.3,-92.64,55.4,37,64,6.06,broken clouds,0.0,0.0
317,Westport,US,2020-02-23 18:28:36,41.14,-73.36,54.0,39,1,13.87,clear sky,0.0,0.0
318,Pevek,RU,2020-02-23 18:28:36,69.7,170.31,-11.27,98,100,1.92,light snow,0.0,0.13
319,Bonthe,SL,2020-02-23 18:28:36,7.53,-12.51,84.92,69,19,13.18,few clouds,0.0,0.0
320,Kitimat,CA,2020-02-23 18:28:36,54.05,-128.65,33.8,69,90,18.34,overcast clouds,0.0,0.0
321,Ambon,ID,2020-02-23 18:28:36,-3.7,128.18,81.36,82,67,13.04,moderate rain,3.25,0.0
322,Puerto Colombia,CO,2020-02-23 18:28:37,10.99,-74.95,89.6,55,20,6.93,few clouds,0.0,0.0
323,Hemsedal,NO,2020-02-23 18:28:37,60.86,8.55,21.99,68,3,3.0,clear sky,0.0,0.0
324,Staunton,US,2020-02-23 18:28:37,38.15,-79.07,59.0,14,1,5.82,clear sky,0.0,0.0
325,Alyangula,AU,2020-02-23 18:28:37,-13.85,136.42,86.0,70,90,6.93,overcast clouds,0.0,0.0
326,Mount Gambier,AU,2020-02-23 18:25:14,-37.83,140.77,57.2,93,96,9.17,overcast clouds,0.0,0.0
327,Brigantine,US,2020-02-23 18:28:38,39.41,-74.36,55.4,16,1,8.05,clear sky,0.0,0.0
328,Nemuro,JP,2020-02-23 18:28:38,43.32,145.57,28.53,78,58,22.68,broken clouds,0.0,0.0
329,George Town,MY,2020-02-23 18:27:32,5.41,100.34,80.6,83,40,4.16,scattered clouds,0.0,0.0
330,San,ML,2020-02-23 18:28:38,13.3,-4.9,97.27,7,3,11.07,clear sky,0.0,0.0
331,Meulaboh,ID,2020-02-23 18:28:38,4.14,96.13,83.59,71,20,4.21,few clouds,0.0,0.0
332,Maralal,KE,2020-02-23 18:28:39,1.1,36.7,69.46,62,17,19.13,few clouds,0.0,0.0
333,Teknaf,BD,2020-02-23 18:28:39,20.86,92.31,60.57,58,0,1.74,clear sky,0.0,0.0
334,Sechura,PE,2020-02-23 18:28:39,-5.56,-80.82,75.51,78,43,10.96,scattered clouds,0.0,0.0
335,Panama City,PA,2020-02-23 18:24:23,8.99,-79.52,91.4,46,40,18.34,scattered clouds,0.0,0.0
336,Maryborough,AU,2020-02-23 18:28:41,-25.53,152.7,75.99,80,96,5.19,light rain,0.31,0.0
337,Kazachinskoye,RU,2020-02-23 18:28:41,57.7,93.28,14.4,95,96,3.06,overcast clouds,0.0,0.0
338,Wanning,CN,2020-02-23 18:28:41,18.8,110.4,68.9,90,57,8.05,light rain,0.94,0.0
339,Kars,TR,2020-02-23 18:28:41,40.6,43.09,32.0,86,40,5.82,scattered clouds,0.0,0.0
340,Touros,BR,2020-02-23 18:28:42,-5.2,-35.46,87.8,62,78,14.99,broken clouds,0.0,0.0
341,Fengzhen,CN,2020-02-23 18:28:42,40.44,113.15,27.81,61,26,1.43,scattered clouds,0.0,0.0
342,Saint-Pierre,RE,2020-02-23 18:28:42,-21.34,55.48,77.0,78,0,3.36,clear sky,0.0,0.0
343,Peniche,PT,2020-02-23 18:28:16,39.36,-9.38,71.01,52,0,2.24,clear sky,0.0,0.0
344,Bull Savanna,JM,2020-02-23 18:28:42,17.89,-77.59,79.86,62,20,4.41,light rain,0.38,0.0
345,Ljungby,SE,2020-02-23 18:28:43,56.83,13.94,41.0,86,75,11.41,broken clouds,0.0,0.0
346,The Valley,AI,2020-02-23 18:27:47,18.22,-63.06,86.0,58,20,3.36,few clouds,0.0,0.0
347,Los Llanos De Aridane,ES,2020-02-23 18:28:43,28.66,-17.92,73.4,56,90,12.75,haze,0.0,0.0
348,Sistranda,NO,2020-02-23 18:28:43,63.73,8.83,35.6,67,75,20.8,shower rain,0.0,0.0
349,Yulara,AU,2020-02-23 18:28:44,-25.24,130.99,77.0,17,0,6.93,clear sky,0.0,0.0
350,Palana,RU,2020-02-23 18:28:44,59.12,159.97,3.15,67,100,5.48,overcast clouds,0.0,0.0
351,Isangel,VU,2020-02-23 18:27:23,-19.55,169.27,69.8,94,20,13.98,few clouds,0.0,0.0
352,Linxia,CN,2020-02-23 18:28:44,35.6,103.21,34.18,51,87,1.16,overcast clouds,0.0,0.0
353,Porterville,US,2020-02-23 18:24:44,36.07,-119.02,57.99,71,1,7.54,clear sky,0.0,0.0
354,Miracema Do Tocantins,BR,2020-02-23 18:28:45,-9.56,-48.4,89.91,58,100,2.08,light rain,1.19,0.0
355,Salalah,OM,2020-02-23 18:28:45,17.02,54.09,77.0,73,0,3.36,clear sky,0.0,0.0
356,Borba,BR,2020-02-23 18:28:45,-4.39,-59.59,90.21,56,91,5.93,light rain,1.62,0.0
357,Alfredo Chaves,BR,2020-02-23 18:27:35,-20.64,-40.75,78.8,69,90,17.22,overcast clouds,0.0,0.0
358,Lagoa,PT,2020-02-23 18:28:46,39.05,-27.98,60.24,78,15,11.54,few clouds,0.0,0.0
359,Tazovskiy,RU,2020-02-23 18:28:46,67.47,78.7,27.97,90,100,18.1,overcast clouds,0.0,0.0
360,Gorontalo,ID,2020-02-23 18:28:46,0.54,123.06,73.83,91,42,4.07,light rain,0.13,0.0
361,Carauari,BR,2020-02-23 18:28:46,-4.88,-66.9,80.1,80,94,4.29,light rain,0.75,0.0
362,Sinjai,ID,2020-02-23 18:28:46,-5.12,120.25,84.09,72,33,0.72,scattered clouds,0.0,0.0
363,Lewiston,US,2020-02-23 18:28:47,44.1,-70.21,46.99,41,1,4.7,clear sky,0.0,0.0
364,Shebalino,RU,2020-02-23 18:28:47,51.29,85.68,11.98,96,100,0.92,light snow,0.0,0.19
365,Kirya,TZ,2020-02-23 18:28:47,-3.92,37.48,79.38,64,56,11.23,broken clouds,0.0,0.0
366,Sokoni,TZ,2020-02-23 18:28:47,-6.43,39.55,84.2,79,20,11.41,few clouds,0.0,0.0
367,Yumen,CN,2020-02-23 18:28:48,40.28,97.2,32.5,40,84,21.41,broken clouds,0.0,0.0
368,Gravdal,NO,2020-02-23 18:28:48,68.12,13.5,33.8,86,90,35.57,overcast clouds,0.0,0.0
369,Fort Nelson,CA,2020-02-23 18:28:48,58.81,-122.7,15.8,61,20,1.63,few clouds,0.0,0.0
370,Rambha,IN,2020-02-23 18:28:48,19.52,85.1,68.81,77,0,3.06,clear sky,0.0,0.0
371,Vanavara,RU,2020-02-23 18:28:48,60.34,102.28,14.13,95,97,6.98,overcast clouds,0.0,0.0
372,Kupang,ID,2020-02-23 18:28:49,-10.17,123.58,83.73,79,50,11.65,scattered clouds,0.0,0.0
373,Uray,RU,2020-02-23 18:28:49,60.12,64.78,27.57,90,91,11.83,overcast clouds,0.0,0.0
374,Matagami,CA,2020-02-23 18:28:49,49.75,-77.63,35.6,55,1,5.82,clear sky,0.0,0.0
375,Sundumbili,ZA,2020-02-23 18:28:49,-29.13,31.4,66.2,82,75,8.05,broken clouds,0.0,0.0
376,Keti Bandar,PK,2020-02-23 18:28:49,24.14,67.45,73.2,60,0,10.4,clear sky,0.0,0.0
377,Lucena,PH,2020-02-23 18:28:50,13.93,121.62,78.01,87,65,5.01,light rain,0.56,0.0
378,Jimo,CN,2020-02-23 18:28:50,36.39,120.46,46.99,75,0,11.18,clear sky,0.0,0.0
379,Eston,CA,2020-02-23 18:28:51,51.15,-108.75,21.99,67,75,6.93,broken clouds,0.0,0.0
380,Biltine,TD,2020-02-23 18:28:51,14.53,20.92,77.99,11,0,11.72,clear sky,0.0,0.0
381,Morales,CO,2020-02-23 18:28:51,2.76,-76.62,81.41,57,65,3.6,broken clouds,0.0,0.0
382,Maragogi,BR,2020-02-23 18:24:35,-9.01,-35.22,82.22,75,13,10.71,few clouds,0.0,0.0
383,Vao,NC,2020-02-23 18:28:52,-22.67,167.48,77.65,76,83,14.32,broken clouds,0.0,0.0
384,Malakal,SS,2020-02-23 18:28:52,9.53,31.66,86.81,11,12,4.74,few clouds,0.0,0.0
385,Bauchi,NG,2020-02-23 18:28:52,10.5,10.0,82.51,12,22,8.01,few clouds,0.0,0.0
386,Port Hedland,AU,2020-02-23 18:28:52,-20.32,118.57,80.6,83,81,9.17,broken clouds,0.0,0.0
387,Airai,TL,2020-02-23 18:26:51,-8.93,125.41,66.96,87,74,4.16,broken clouds,0.0,0.0
388,Riberalta,BO,2020-02-23 18:28:53,-10.98,-66.1,82.72,56,95,4.32,overcast clouds,0.0,0.0
389,Mitchell,US,2020-02-23 18:28:53,43.71,-98.03,39.2,64,1,14.99,clear sky,0.0,0.0
390,Srednekolymsk,RU,2020-02-23 18:26:22,67.45,153.68,-25.64,100,83,1.19,broken clouds,0.0,0.0
391,Melfort,CA,2020-02-23 18:28:53,52.87,-104.62,26.6,68,1,5.82,clear sky,0.0,0.0
392,Varkkallai,IN,2020-02-23 18:28:53,8.73,76.71,82.4,74,40,5.82,haze,0.0,0.0
393,Vallenar,CL,2020-02-23 18:28:53,-28.57,-70.76,74.7,46,0,13.47,clear sky,0.0,0.0
394,Chicama,PE,2020-02-23 18:28:54,-7.84,-79.15,73.4,88,75,6.93,haze,0.0,0.0
395,Whitehorse,CA,2020-02-23 18:28:54,60.72,-135.05,15.01,78,75,2.24,shower rain,0.0,0.0
396,Pozo Colorado,PY,2020-02-23 18:28:54,-23.49,-58.8,99.32,12,0,1.72,clear sky,0.0,0.0
397,Olinda,BR,2020-02-23 18:28:56,-8.01,-34.86,87.8,66,41,9.17,scattered clouds,0.0,0.0
398,Bahia Blanca,AR,2020-02-23 18:25:19,-38.72,-62.27,87.3,20,0,18.63,clear sky,0.0,0.0
399,Rochegda,RU,2020-02-23 18:28:56,62.8,43.25,32.54,97,100,12.48,light snow,0.0,0.56
400,Hearst,CA,2020-02-23 18:28:56,49.68,-83.67,32.74,88,100,7.56,overcast clouds,0.0,0.0
401,Vanimo,PG,2020-02-23 18:27:26,-2.67,141.3,82.33,80,100,18.84,light rain,1.37,0.0
402,Luganville,VU,2020-02-23 18:28:57,-15.53,167.17,78.8,83,40,5.82,scattered clouds,0.0,0.0
403,Beisfjord,NO,2020-02-23 18:27:37,68.38,17.6,35.01,98,75,12.75,broken clouds,0.0,0.0
404,Pangnirtung,CA,2020-02-23 18:28:57,66.15,-65.71,-31.0,59,20,4.7,few clouds,0.0,0.0
405,Concepcion Del Uruguay,AR,2020-02-23 18:28:57,-32.48,-58.24,80.01,45,0,1.99,clear sky,0.0,0.0
406,Moussoro,TD,2020-02-23 18:28:58,13.64,16.49,80.11,11,0,14.14,clear sky,0.0,0.0
407,Lang Son,VN,2020-02-23 18:28:58,21.83,106.73,58.93,76,0,3.13,clear sky,0.0,0.0
408,Clarence Town,AU,2020-02-23 18:24:22,-32.58,151.78,70.0,82,100,2.46,overcast clouds,0.0,0.0
409,Puerto Leguizamo,CO,2020-02-23 18:28:58,-0.19,-74.78,83.25,70,100,7.07,light rain,1.63,0.0
410,Cockburn Town,TC,2020-02-23 18:24:07,21.46,-71.14,73.96,74,14,22.06,few clouds,0.0,0.0
411,Sinnamary,GF,2020-02-23 18:28:59,5.38,-52.95,79.25,82,58,15.9,light rain,0.19,0.0
412,Lima,PE,2020-02-23 18:28:44,-12.04,-77.03,82.4,61,75,11.41,broken clouds,0.0,0.0
413,Voh,NC,2020-02-23 18:29:00,-20.97,164.7,76.87,78,100,9.8,overcast clouds,0.0,0.0
414,Ngunguru,NZ,2020-02-23 18:29:00,-35.62,174.5,55.99,86,25,5.01,scattered clouds,0.0,0.0
415,Berdigestyakh,RU,2020-02-23 18:29:02,62.1,126.7,-4.76,98,94,2.57,overcast clouds,0.0,0.0
416,Itarema,BR,2020-02-23 18:29:03,-2.92,-39.92,85.75,69,85,4.65,light rain,0.31,0.0
417,Hrebinka,UA,2020-02-23 18:29:03,50.12,32.44,39.04,75,99,10.67,overcast clouds,0.0,0.0
418,Soyo,AO,2020-02-23 18:29:03,-6.13,12.37,84.2,74,20,5.82,few clouds,0.0,0.0
419,Bileca,BA,2020-02-23 18:29:03,42.87,18.43,50.0,75,73,1.21,broken clouds,0.0,0.0
420,Kununurra,AU,2020-02-23 18:28:15,-15.77,128.73,78.8,83,21,4.7,few clouds,0.0,0.0
421,Cortez,US,2020-02-23 18:29:04,37.35,-108.59,37.0,93,90,5.12,light rain,0.0,0.0
422,Santa Cruz De Tenerife,ES,2020-02-23 18:29:04,28.47,-16.25,73.99,52,21,12.75,haze,0.0,0.0
423,Pangai,TO,2020-02-23 18:29:04,-19.8,-174.35,80.6,94,20,5.82,few clouds,0.0,0.0
424,Kuzhener,RU,2020-02-23 18:29:05,56.81,48.91,28.17,91,100,22.1,light snow,0.0,0.44
425,Avera,US,2020-02-23 18:29:05,33.19,-82.53,61.0,24,1,5.82,clear sky,0.0,0.0
426,Galle,LK,2020-02-23 18:29:05,6.04,80.22,80.83,77,78,21.45,broken clouds,0.0,0.0
427,Poum,NC,2020-02-23 18:26:26,-20.23,164.02,80.62,76,37,22.37,scattered clouds,0.0,0.0
428,Swellendam,ZA,2020-02-23 18:29:06,-34.02,20.44,66.2,59,0,12.75,clear sky,0.0,0.0
429,Ahipara,NZ,2020-02-23 18:27:00,-35.17,173.17,55.99,100,0,1.01,clear sky,0.0,0.0
430,Vila Velha,BR,2020-02-23 18:27:44,-20.33,-40.29,78.8,69,90,17.22,overcast clouds,0.0,0.0
431,Derzhavinsk,KZ,2020-02-23 18:29:07,51.1,66.32,10.99,95,74,5.79,broken clouds,0.0,0.0
432,Labuan,MY,2020-02-23 18:29:07,5.28,115.24,80.6,88,75,10.29,broken clouds,0.0,0.0
433,Nikel,RU,2020-02-23 18:29:08,69.41,30.22,23.0,100,75,11.41,broken clouds,0.0,0.0
434,Clarksburg,US,2020-02-23 18:29:08,39.28,-80.34,54.0,23,75,11.41,broken clouds,0.0,0.0
435,Srisailam,IN,2020-02-23 18:29:08,16.08,78.87,67.59,82,100,3.33,overcast clouds,0.0,0.0
436,Jinchang,CN,2020-02-23 18:29:09,38.5,102.17,31.21,34,100,13.4,overcast clouds,0.0,0.0
437,Dalbandin,PK,2020-02-23 18:29:09,28.89,64.41,67.59,30,0,4.16,clear sky,0.0,0.0
438,Buraydah,SA,2020-02-23 18:24:51,26.33,43.98,73.4,38,100,3.36,overcast clouds,0.0,0.0
439,Tilaran,CR,2020-02-23 18:29:09,10.47,-84.97,93.2,32,40,20.8,scattered clouds,0.0,0.0
440,Yabrud,SY,2020-02-23 18:29:10,33.97,36.66,46.4,70,40,5.82,scattered clouds,0.0,0.0
441,Togur,RU,2020-02-23 18:29:10,58.36,82.83,3.74,94,0,2.8,clear sky,0.0,0.0
442,Itamarandiba,BR,2020-02-23 18:29:10,-17.86,-42.86,73.02,91,79,7.29,moderate rain,5.56,0.0
443,Palmerston,AU,2020-02-23 18:29:10,-12.49,130.98,86.0,79,100,10.29,overcast clouds,0.0,0.0
444,Kultuk,RU,2020-02-23 18:29:11,51.72,103.7,4.57,92,100,3.06,overcast clouds,0.0,0.0
445,Pimentel,PE,2020-02-23 18:29:11,-6.84,-79.93,66.2,29,75,9.17,shower rain,0.0,0.0
446,Tuatapere,NZ,2020-02-23 18:29:11,-46.13,167.68,51.01,91,29,3.0,scattered clouds,0.0,0.0
447,Tromso,NO,2020-02-23 18:29:12,69.65,18.96,35.6,98,75,8.05,light intensity shower rain,0.0,0.0
448,Mnogovershinnyy,RU,2020-02-23 18:27:21,53.94,139.92,-2.72,83,43,1.86,scattered clouds,0.0,0.0
449,Fethiye,TR,2020-02-23 18:29:12,36.62,29.12,50.0,87,20,2.24,few clouds,0.0,0.0
450,Kieta,PG,2020-02-23 18:29:13,-6.22,155.63,81.1,78,81,7.0,moderate rain,3.12,0.0
451,Tazmalt,DZ,2020-02-23 18:29:13,36.39,4.4,53.6,66,0,4.7,clear sky,0.0,0.0
452,Boulder,US,2020-02-23 18:29:13,40.08,-105.35,45.0,96,90,8.05,light snow,0.0,0.0
453,Aquiraz,BR,2020-02-23 18:29:13,-3.9,-38.39,86.0,70,75,9.17,broken clouds,0.0,0.0
454,Guanica,PR,2020-02-23 18:29:13,17.97,-66.91,82.99,59,75,14.99,broken clouds,0.0,0.0
455,Semenyih,MY,2020-02-23 18:29:14,2.95,101.84,82.4,74,20,5.82,few clouds,0.0,0.0
456,Kaeo,NZ,2020-02-23 18:29:14,-35.1,173.78,55.99,100,0,1.01,clear sky,0.0,0.0
457,Mmabatho,ZA,2020-02-23 18:29:15,-25.85,25.63,73.4,64,75,5.82,broken clouds,0.0,0.0
458,Waipawa,NZ,2020-02-23 18:29:15,-41.41,175.52,52.0,87,26,2.24,scattered clouds,0.0,0.0
459,Shakhovskaya,RU,2020-02-23 18:29:15,56.03,35.51,32.59,85,17,13.51,few clouds,0.0,0.0
460,Coxim,BR,2020-02-23 18:29:15,-18.51,-54.76,74.34,92,100,3.15,light rain,0.37,0.0
461,Talnakh,RU,2020-02-23 18:26:30,69.49,88.4,14.0,92,75,29.08,shower snow,0.0,0.0
462,Pipar,IN,2020-02-23 18:29:16,26.39,73.54,68.49,41,0,10.27,clear sky,0.0,0.0
463,Sangin,AF,2020-02-23 18:29:16,32.07,64.84,59.09,45,0,2.71,clear sky,0.0,0.0
464,Belyy Yar,RU,2020-02-23 18:29:16,53.6,91.39,12.2,85,9,2.15,clear sky,0.0,0.0
465,General Roca,AR,2020-02-23 18:29:16,-39.03,-67.58,89.6,25,0,6.93,clear sky,0.0,0.0
466,Biak,ID,2020-02-23 18:27:18,-0.91,122.88,82.85,73,40,11.5,scattered clouds,0.0,0.0
467,Olmos,PE,2020-02-23 18:29:17,-5.98,-79.75,69.78,67,66,7.81,light rain,0.19,0.0
468,Puerto Escondido,MX,2020-02-23 18:28:14,15.85,-97.07,86.0,84,5,6.93,clear sky,0.0,0.0
469,Tabira,BR,2020-02-23 18:28:09,-7.59,-37.54,85.91,57,90,1.88,light rain,1.31,0.0
470,Rey Bouba,CM,2020-02-23 18:29:17,8.67,14.18,86.7,10,0,2.95,clear sky,0.0,0.0
471,Tadine,NC,2020-02-23 18:29:17,-21.55,167.88,75.02,81,41,7.16,light rain,0.13,0.0
